"07496: Standpunktkarakterer, etter fag, kjønn, foreldrenes utdanningsnivå, år og region"
"fag";"kjønn";"foreldrenes utdanningsnivå";"Gjennomsnittlig standpunktkarakter 2026 31 Østfold";"Gjennomsnittlig standpunktkarakter 2026 32 Akershus";"Gjennomsnittlig standpunktkarakter 2026 03 Oslo - Oslove";"Gjennomsnittlig standpunktkarakter 2026 34 Innlandet";"Gjennomsnittlig standpunktkarakter 2026 33 Buskerud";"Gjennomsnittlig standpunktkarakter 2026 39 Vestfold";"Gjennomsnittlig standpunktkarakter 2026 40 Telemark";"Gjennomsnittlig standpunktkarakter 2026 42 Agder";"Gjennomsnittlig standpunktkarakter 2026 11 Rogaland";"Gjennomsnittlig standpunktkarakter 2026 46 Vestland";"Gjennomsnittlig standpunktkarakter 2026 15 Møre og Romsdal";"Gjennomsnittlig standpunktkarakter 2026 50 Trøndelag - Trööndelage";"Gjennomsnittlig standpunktkarakter 2026 18 Nordland - Nordlánnda"
"Engelsk";"Begge kjønn";"Alle utdanningsnivå";4.2;4.4;4.5;4.1;4.2;4.1;4.1;4.2;4.3;4.3;4.2;4.2;4.2
"Engelsk";"Begge kjønn";"Grunnskole eller ingen fullført utdanning";3.8;3.7;3.8;3.6;3.8;3.5;3.4;3.4;3.6;3.5;3.6;3.3;3.6
"Engelsk";"Begge kjønn";"Videregåendeskole-nivå eller påbygging videregående";3.9;4.0;4.0;3.8;4.0;3.8;3.8;3.9;4.0;4.0;4.0;3.8;4.0
"Engelsk";"Begge kjønn";"Universitets- og høgskolenivå, 4 år eller mindre";4.4;4.4;4.5;4.3;4.3;4.2;4.2;4.3;4.4;4.3;4.2;4.3;4.3
"Engelsk";"Begge kjønn";"Universitets- og høgskolenivå, mer enn 4 år";4.7;4.7;4.8;4.6;4.6;4.5;4.5;4.5;4.7;4.7;4.5;4.6;4.7
"Engelsk";"Begge kjønn";"Uoppgitt";3.6;3.7;3.6;3.6;3.7;3.4;3.1;3.7;3.8;3.6;3.8;3.1;3.4
"Engelsk";"Jenter";"Alle utdanningsnivå";4.4;4.6;4.7;4.3;4.4;4.2;4.3;4.3;4.5;4.5;4.4;4.4;4.4
"Engelsk";"Jenter";"Grunnskole eller ingen fullført utdanning";4.0;3.9;4.0;4.0;4.0;3.6;3.6;3.7;3.9;3.7;3.8;3.5;3.7
"Engelsk";"Jenter";"Videregåendeskole-nivå eller påbygging videregående";4.1;4.2;4.3;4.0;4.2;4.0;4.0;4.1;4.2;4.2;4.2;4.0;4.2
"Engelsk";"Jenter";"Universitets- og høgskolenivå, 4 år eller mindre";4.6;4.6;4.7;4.4;4.5;4.4;4.5;4.5;4.6;4.5;4.5;4.4;4.5
"Engelsk";"Jenter";"Universitets- og høgskolenivå, mer enn 4 år";4.9;4.9;5.0;4.7;4.7;4.6;4.8;4.7;4.9;4.8;4.7;4.8;4.9
"Engelsk";"Jenter";"Uoppgitt";4.1;3.9;3.9;3.9;3.5;3.6;..;3.7;4.0;4.1;4.0;3.2;3.5
"Engelsk";"Gutter";"Alle utdanningsnivå";4.0;4.2;4.3;3.9;4.1;4.0;3.9;4.0;4.1;4.1;4.0;4.0;4.0
"Engelsk";"Gutter";"Grunnskole eller ingen fullført utdanning";3.5;3.5;3.6;3.1;3.5;3.3;3.3;3.2;3.3;3.3;3.4;3.2;3.4
"Engelsk";"Gutter";"Videregåendeskole-nivå eller påbygging videregående";3.8;3.8;3.8;3.6;3.8;3.7;3.6;3.7;3.8;3.8;3.7;3.6;3.8
"Engelsk";"Gutter";"Universitets- og høgskolenivå, 4 år eller mindre";4.2;4.3;4.2;4.1;4.1;4.0;4.1;4.1;4.1;4.2;4.0;4.1;4.2
"Engelsk";"Gutter";"Universitets- og høgskolenivå, mer enn 4 år";4.5;4.6;4.7;4.4;4.5;4.4;4.3;4.4;4.5;4.5;4.4;4.4;4.4
"Engelsk";"Gutter";"Uoppgitt";3.1;3.6;3.3;3.3;3.9;3.1;..;..;3.6;3.2;3.7;3.0;3.3
"Engelsk, skriftlig";"Begge kjønn";"Alle utdanningsnivå";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Begge kjønn";"Grunnskole eller ingen fullført utdanning";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Begge kjønn";"Videregåendeskole-nivå eller påbygging videregående";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Begge kjønn";"Universitets- og høgskolenivå, 4 år eller mindre";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Begge kjønn";"Universitets- og høgskolenivå, mer enn 4 år";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Begge kjønn";"Uoppgitt";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Jenter";"Alle utdanningsnivå";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Jenter";"Grunnskole eller ingen fullført utdanning";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Jenter";"Videregåendeskole-nivå eller påbygging videregående";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Jenter";"Universitets- og høgskolenivå, 4 år eller mindre";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Jenter";"Universitets- og høgskolenivå, mer enn 4 år";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Jenter";"Uoppgitt";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Gutter";"Alle utdanningsnivå";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Gutter";"Grunnskole eller ingen fullført utdanning";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Gutter";"Videregåendeskole-nivå eller påbygging videregående";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Gutter";"Universitets- og høgskolenivå, 4 år eller mindre";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Gutter";"Universitets- og høgskolenivå, mer enn 4 år";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, skriftlig";"Gutter";"Uoppgitt";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Begge kjønn";"Alle utdanningsnivå";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Begge kjønn";"Grunnskole eller ingen fullført utdanning";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Begge kjønn";"Videregåendeskole-nivå eller påbygging videregående";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Begge kjønn";"Universitets- og høgskolenivå, 4 år eller mindre";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Begge kjønn";"Universitets- og høgskolenivå, mer enn 4 år";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Begge kjønn";"Uoppgitt";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Jenter";"Alle utdanningsnivå";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Jenter";"Grunnskole eller ingen fullført utdanning";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Jenter";"Videregåendeskole-nivå eller påbygging videregående";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Jenter";"Universitets- og høgskolenivå, 4 år eller mindre";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Jenter";"Universitets- og høgskolenivå, mer enn 4 år";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Jenter";"Uoppgitt";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Gutter";"Alle utdanningsnivå";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Gutter";"Grunnskole eller ingen fullført utdanning";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Gutter";"Videregåendeskole-nivå eller påbygging videregående";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Gutter";"Universitets- og høgskolenivå, 4 år eller mindre";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Gutter";"Universitets- og høgskolenivå, mer enn 4 år";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Engelsk, muntlig";"Gutter";"Uoppgitt";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Fordypning i engelsk";"Begge kjønn";"Alle utdanningsnivå";4.0;4.2;4.2;4.2;4.2;4.0;3.9;4.2;4.1;4.2;4.2;4.0;4.5
"Fordypning i engelsk";"Begge kjønn";"Grunnskole eller ingen fullført utdanning";3.8;3.8;3.9;4.1;3.9;3.8;3.8;3.7;3.6;3.6;4.0;3.3;4.4
"Fordypning i engelsk";"Begge kjønn";"Videregåendeskole-nivå eller påbygging videregående";3.9;4.0;4.1;4.1;4.2;4.0;3.7;4.2;4.0;4.1;4.2;3.9;4.3
"Fordypning i engelsk";"Begge kjønn";"Universitets- og høgskolenivå, 4 år eller mindre";4.2;4.4;4.5;4.2;4.3;4.1;4.1;4.2;4.3;4.4;4.3;4.2;4.7
"Fordypning i engelsk";"Begge kjønn";"Universitets- og høgskolenivå, mer enn 4 år";4.5;4.4;4.6;4.4;4.1;4.1;4.1;4.3;4.1;4.5;4.2;4.3;4.7
"Fordypning i engelsk";"Begge kjønn";"Uoppgitt";3.2;3.7;3.7;..;3.9;3.7;..;..;4.2;3.6;3.8;2.8;..
"Fordypning i engelsk";"Jenter";"Alle utdanningsnivå";4.2;4.4;4.5;4.3;4.4;4.1;4.0;4.4;4.2;4.4;4.4;4.2;4.6
"Fordypning i engelsk";"Jenter";"Grunnskole eller ingen fullført utdanning";4.2;4.2;4.1;4.2;4.1;3.9;4.1;3.8;3.8;3.8;4.2;3.3;4.6
"Fordypning i engelsk";"Jenter";"Videregåendeskole-nivå eller påbygging videregående";4.0;4.3;4.5;4.3;4.5;4.2;3.7;4.5;4.1;4.3;4.3;4.0;4.4
"Fordypning i engelsk";"Jenter";"Universitets- og høgskolenivå, 4 år eller mindre";4.5;4.6;4.9;4.3;4.6;4.2;4.1;4.5;4.4;4.6;4.5;4.4;4.7
"Fordypning i engelsk";"Jenter";"Universitets- og høgskolenivå, mer enn 4 år";4.7;4.5;4.8;4.7;4.3;4.3;4.7;4.2;4.2;4.7;4.3;4.6;5.0
"Fordypning i engelsk";"Jenter";"Uoppgitt";..;4.0;3.8;..;..;3.8;..;..;4.4;3.8;..;..;..
"Fordypning i engelsk";"Gutter";"Alle utdanningsnivå";3.8;4.0;4.0;4.0;3.9;3.9;3.9;4.0;4.0;4.1;4.0;3.9;4.4
"Fordypning i engelsk";"Gutter";"Grunnskole eller ingen fullført utdanning";3.4;3.4;3.7;3.9;3.7;3.6;3.6;3.6;3.3;3.3;3.9;3.3;4.1
"Fordypning i engelsk";"Gutter";"Videregåendeskole-nivå eller påbygging videregående";3.8;3.8;3.8;4.0;3.9;3.8;3.8;3.9;3.9;4.0;4.0;3.8;4.3
"Fordypning i engelsk";"Gutter";"Universitets- og høgskolenivå, 4 år eller mindre";4.0;4.2;4.2;4.1;4.1;4.1;4.1;3.9;4.2;4.2;4.1;4.1;4.6
"Fordypning i engelsk";"Gutter";"Universitets- og høgskolenivå, mer enn 4 år";4.2;4.3;4.5;4.1;4.0;4.0;3.5;4.4;4.1;4.3;4.2;4.1;4.6
"Fordypning i engelsk";"Gutter";"Uoppgitt";..;..;..;..;..;..;..;..;4.0;3.4;..;..;..
"Fransk I";"Begge kjønn";"Alle utdanningsnivå";4.2;4.4;4.5;4.6;4.2;4.3;4.5;4.5;4.2;4.3;4.6;4.4;4.5
"Fransk I";"Begge kjønn";"Grunnskole eller ingen fullført utdanning";3.8;3.8;3.8;3.9;3.8;3.2;..;3.6;3.2;3.5;..;3.7;3.6
"Fransk I";"Begge kjønn";"Videregåendeskole-nivå eller påbygging videregående";3.8;3.9;3.9;4.4;4.0;3.8;4.3;4.1;3.7;3.8;4.2;4.0;4.3
"Fransk I";"Begge kjønn";"Universitets- og høgskolenivå, 4 år eller mindre";4.3;4.4;4.5;4.6;4.3;4.2;4.7;4.6;4.1;4.1;4.6;4.4;4.7
"Fransk I";"Begge kjønn";"Universitets- og høgskolenivå, mer enn 4 år";4.6;4.7;4.7;5.0;4.5;4.7;4.9;4.9;4.6;4.7;5.0;4.7;4.5
"Fransk I";"Begge kjønn";"Uoppgitt";..;..;..;..;..;0.0;0.0;..;..;..;0.0;..;..
"Fransk I";"Jenter";"Alle utdanningsnivå";4.5;4.6;4.7;4.5;4.3;4.5;4.8;4.8;4.5;4.4;4.7;4.6;4.5
"Fransk I";"Jenter";"Grunnskole eller ingen fullført utdanning";4.3;3.9;3.9;3.5;4.0;3.4;..;..;3.9;3.8;..;..;..
"Fransk I";"Jenter";"Videregåendeskole-nivå eller påbygging videregående";4.0;4.1;4.2;4.2;4.3;4.0;4.7;4.6;3.9;4.0;4.3;4.2;4.2
"Fransk I";"Jenter";"Universitets- og høgskolenivå, 4 år eller mindre";4.5;4.5;4.8;4.7;4.3;4.4;4.9;4.8;4.4;4.3;4.8;4.6;4.8
"Fransk I";"Jenter";"Universitets- og høgskolenivå, mer enn 4 år";4.9;4.9;4.9;5.1;4.5;4.9;4.8;5.0;4.7;4.8;5.0;4.9;4.7
"Fransk I";"Jenter";"Uoppgitt";..;..;..;..;..;0.0;0.0;..;..;..;0.0;..;..
"Fransk I";"Gutter";"Alle utdanningsnivå";3.8;4.2;4.1;4.6;4.0;3.9;4.3;4.0;3.8;4.0;4.2;4.1;4.4
"Fransk I";"Gutter";"Grunnskole eller ingen fullført utdanning";3.3;3.5;3.4;..;..;..;..;..;..;3.3;..;..;..
"Fransk I";"Gutter";"Videregåendeskole-nivå eller påbygging videregående";3.5;3.5;3.5;4.9;3.5;3.6;..;3.5;3.3;3.5;..;3.8;..
"Fransk I";"Gutter";"Universitets- og høgskolenivå, 4 år eller mindre";3.9;4.2;4.0;4.3;4.2;3.8;4.4;4.4;3.6;3.8;3.8;4.0;4.5
"Fransk I";"Gutter";"Universitets- og høgskolenivå, mer enn 4 år";4.1;4.5;4.4;5.0;4.4;4.3;4.9;4.3;4.2;4.4;..;4.3;4.3
"Fransk I";"Gutter";"Uoppgitt";..;..;..;0.0;..;0.0;0.0;0.0;..;..;0.0;0.0;0.0
"Spansk I";"Begge kjønn";"Alle utdanningsnivå";4.3;4.3;4.5;4.3;4.3;4.0;4.2;4.4;4.3;4.3;4.2;4.3;4.3
"Spansk I";"Begge kjønn";"Grunnskole eller ingen fullført utdanning";4.0;3.7;3.6;4.0;3.9;3.1;3.7;3.2;3.8;3.6;3.6;3.6;4.0
"Spansk I";"Begge kjønn";"Videregåendeskole-nivå eller påbygging videregående";4.0;3.9;4.0;4.1;4.1;3.7;3.9;4.1;3.9;4.0;3.9;3.9;4.1
"Spansk I";"Begge kjønn";"Universitets- og høgskolenivå, 4 år eller mindre";4.3;4.3;4.4;4.3;4.3;4.1;4.3;4.4;4.3;4.3;4.2;4.3;4.3
"Spansk I";"Begge kjønn";"Universitets- og høgskolenivå, mer enn 4 år";4.7;4.6;4.7;4.6;4.6;4.4;4.6;4.7;4.6;4.5;4.4;4.7;4.7
"Spansk I";"Begge kjønn";"Uoppgitt";..;4.6;4.6;..;..;..;..;..;4.3;..;..;..;..
"Spansk I";"Jenter";"Alle utdanningsnivå";4.5;4.5;4.7;4.5;4.6;4.2;4.5;4.6;4.5;4.4;4.4;4.5;4.5
"Spansk I";"Jenter";"Grunnskole eller ingen fullført utdanning";4.1;3.9;4.0;4.2;4.3;3.3;4.1;3.7;3.9;3.8;3.6;3.9;4.4
"Spansk I";"Jenter";"Videregåendeskole-nivå eller påbygging videregående";4.3;4.1;4.3;4.2;4.3;3.8;4.1;4.3;4.1;4.2;4.3;4.1;4.2
"Spansk I";"Jenter";"Universitets- og høgskolenivå, 4 år eller mindre";4.5;4.5;4.7;4.4;4.5;4.3;4.4;4.6;4.5;4.5;4.4;4.5;4.5
"Spansk I";"Jenter";"Universitets- og høgskolenivå, mer enn 4 år";5.0;4.8;4.9;4.8;4.9;4.6;4.9;4.9;4.9;4.7;4.6;4.9;4.9
"Spansk I";"Jenter";"Uoppgitt";..;..;5.2;..;..;..;..;..;..;..;..;..;..
"Spansk I";"Gutter";"Alle utdanningsnivå";4.0;4.1;4.2;4.1;3.9;3.9;4.0;4.0;4.0;4.1;3.9;4.0;4.1
"Spansk I";"Gutter";"Grunnskole eller ingen fullført utdanning";3.8;3.5;3.3;3.6;3.2;2.9;3.4;2.7;3.7;3.4;3.7;3.3;3.4
"Spansk I";"Gutter";"Videregåendeskole-nivå eller påbygging videregående";3.8;3.6;3.8;4.0;3.7;3.6;3.6;3.8;3.6;3.7;3.4;3.6;3.9
"Spansk I";"Gutter";"Universitets- og høgskolenivå, 4 år eller mindre";4.1;4.0;4.1;4.1;3.9;3.9;4.1;4.0;3.9;4.1;4.0;4.0;4.0
"Spansk I";"Gutter";"Universitets- og høgskolenivå, mer enn 4 år";4.3;4.4;4.5;4.3;4.3;4.1;4.2;4.3;4.3;4.3;4.1;4.5;4.4
"Spansk I";"Gutter";"Uoppgitt";..;..;4.2;..;..;0.0;0.0;..;..;..;..;..;..
"Tysk I";"Begge kjønn";"Alle utdanningsnivå";4.2;4.4;4.5;4.2;4.2;4.1;4.2;4.2;4.3;4.2;4.2;4.2;4.3
"Tysk I";"Begge kjønn";"Grunnskole eller ingen fullført utdanning";3.5;4.0;3.7;4.0;3.5;3.7;3.4;3.7;3.9;3.5;3.8;3.6;3.6
"Tysk I";"Begge kjønn";"Videregåendeskole-nivå eller påbygging videregående";3.7;4.0;3.9;3.9;3.8;3.7;4.0;3.8;4.0;3.8;3.9;3.7;3.9
"Tysk I";"Begge kjønn";"Universitets- og høgskolenivå, 4 år eller mindre";4.3;4.3;4.4;4.3;4.3;4.1;4.2;4.2;4.2;4.2;4.2;4.2;4.4
"Tysk I";"Begge kjønn";"Universitets- og høgskolenivå, mer enn 4 år";4.7;4.7;4.8;4.5;4.6;4.3;4.6;4.5;4.6;4.5;4.6;4.5;4.5
"Tysk I";"Begge kjønn";"Uoppgitt";..;..;..;..;..;..;..;..;4.6;..;..;..;0.0
"Tysk I";"Jenter";"Alle utdanningsnivå";4.4;4.6;4.7;4.4;4.4;4.4;4.5;4.4;4.6;4.5;4.5;4.4;4.5
"Tysk I";"Jenter";"Grunnskole eller ingen fullført utdanning";3.7;4.0;4.0;4.1;3.8;4.2;4.2;3.8;4.2;4.0;3.8;3.6;3.7
"Tysk I";"Jenter";"Videregåendeskole-nivå eller påbygging videregående";4.0;4.3;4.2;4.1;4.1;4.0;4.2;4.0;4.4;4.1;4.1;3.8;4.2
"Tysk I";"Jenter";"Universitets- og høgskolenivå, 4 år eller mindre";4.5;4.6;4.6;4.5;4.5;4.4;4.5;4.5;4.6;4.5;4.6;4.4;4.6
"Tysk I";"Jenter";"Universitets- og høgskolenivå, mer enn 4 år";4.9;5.0;5.1;4.7;4.7;4.7;4.9;4.7;5.0;4.7;5.0;4.9;4.8
"Tysk I";"Jenter";"Uoppgitt";..;..;..;..;0.0;..;..;..;..;..;0.0;..;0.0
"Tysk I";"Gutter";"Alle utdanningsnivå";4.0;4.2;4.3;4.1;4.0;3.8;3.9;4.1;4.1;4.0;4.0;4.1;4.0
"Tysk I";"Gutter";"Grunnskole eller ingen fullført utdanning";3.3;3.9;3.1;3.7;3.1;3.2;2.8;..;3.8;3.1;3.8;3.6;..
"Tysk I";"Gutter";"Videregåendeskole-nivå eller påbygging videregående";3.4;3.8;3.7;3.8;3.5;3.4;3.8;3.7;3.6;3.5;3.7;3.4;3.5
"Tysk I";"Gutter";"Universitets- og høgskolenivå, 4 år eller mindre";4.0;4.1;4.2;4.1;4.1;3.9;3.9;4.0;4.0;4.0;3.9;4.1;4.2
"Tysk I";"Gutter";"Universitets- og høgskolenivå, mer enn 4 år";4.6;4.5;4.6;4.4;4.6;4.1;4.3;4.5;4.4;4.4;4.3;4.3;4.2
"Tysk I";"Gutter";"Uoppgitt";..;..;0.0;..;..;..;0.0;0.0;..;0.0;..;..;0.0
"Kunst og håndverk";"Begge kjønn";"Alle utdanningsnivå";4.4;4.5;4.6;4.5;4.4;4.4;4.4;4.5;4.5;4.5;4.4;4.3;4.5
"Kunst og håndverk";"Begge kjønn";"Grunnskole eller ingen fullført utdanning";3.9;3.9;4.0;4.0;3.9;3.8;3.9;3.8;3.9;3.8;3.9;3.7;3.9
"Kunst og håndverk";"Begge kjønn";"Videregåendeskole-nivå eller påbygging videregående";4.2;4.3;4.3;4.3;4.2;4.2;4.2;4.3;4.3;4.3;4.3;4.1;4.3
"Kunst og håndverk";"Begge kjønn";"Universitets- og høgskolenivå, 4 år eller mindre";4.5;4.6;4.6;4.6;4.5;4.5;4.5;4.6;4.5;4.5;4.4;4.5;4.6
"Kunst og håndverk";"Begge kjønn";"Universitets- og høgskolenivå, mer enn 4 år";4.7;4.7;4.9;4.8;4.7;4.7;4.7;4.7;4.7;4.6;4.7;4.6;4.7
"Kunst og håndverk";"Begge kjønn";"Uoppgitt";4.0;3.8;4.1;4.1;3.9;3.7;4.0;4.6;4.0;4.2;3.9;3.7;4.1
"Kunst og håndverk";"Jenter";"Alle utdanningsnivå";4.7;4.8;5.0;4.8;4.8;4.7;4.7;4.8;4.8;4.8;4.7;4.7;4.8
"Kunst og håndverk";"Jenter";"Grunnskole eller ingen fullført utdanning";4.4;4.2;4.3;4.4;4.2;4.2;4.3;4.2;4.2;4.2;4.1;4.1;4.3
